customer_in_new_file,unique_customer_id,customer_name__c,check_out_customer__c,grade_family__c,grade_name__c,avg_net_weight,daily_loads,current_inventory,productusage,product_delivery_location__c_id
1,0010V00002JbMVDQA3,Potter Feedlot - Perico,12/19/2018 8:00,Sweet Bran,SB60,54655.625,1,34.1385614,6.463396788,a0f0V00000PTk5QQAT
1,0010V00002K8hHnQAJ,Iowa State University-ISU Beef Nutrition Research Unit,12/12/2018 16:34,Sweet Bran,SB60,59791.42857,1,33.12361426,2.566726109,a0f0V00000Rp0rlQAB
1,0010V00002KfdtNQAR,"Tierra Blanca Cattle Feeders,LP",12/17/2018 23:15,RAMP,R3000,54719.6875,2,89.74885272,21.60408244,a0f0V00000QmbXSQAZ
1,0010V00002KfdtNQAR,"Tierra Blanca Cattle Feeders,LP",12/19/2018 17:56,SB Plus,V0450,53812.08633,2,281.5679914,77.18476777, 
1,0010V00002Lx0XJQAZ,J-Lu Dairy,12/19/2018 17:40,OneTrak,T7995,49708,1,86.99297954,40.45061712, 
1,0010V00002Lxp7KQAR,"Pudenz Family Partners, Inc.",12/16/2018 16:17,SB Plus,V5140,59590.76923,1,44.52396535,10.87467396, 
1,0010V00002LxwVdQAJ,"E&K Feeders, Inc.",12/19/2018 17:52,SB Plus,V5135,59748.8,1,64.83886976,29.57195282, 
1,0010V00002NHDKAQA5,"Dean Cluck-Latigo Land and Cattle, LLC",12/19/2018 2:08,RAMP,R3000,54764.91228,3,61.06315826,78.91719055, 
1,0010V00002NHthoQAD,Faria Brothers-Exum,12/19/2018 15:30,Sweet Bran,SB60,53062.35294,1,42.75298473,19.56032576, 
1,001d000000GxWmoAAF,C & B Feeders Inc.,12/19/2018 13:05,Sweet Bran,SB60,54040.88821,1,78.69206577,19.32753001,a0fd000000Ey0SXAAZ
1,001d000000GxWnzAAF,Engelmeyer Farms Inc.-North,12/12/2018 2:34,Sweet Bran,SB60,60967.7027,1,30.92746241,3.513516198,a0fd000000Ey0SqAAJ
1,001d000000GxWo8AAF,"Spenner, Ed",11/28/2018 20:14,Sweet Bran,SB60,61089.77778,1,30.35177749,1.778330771,a0fd000000HWLQ4AAP
1,001d000000GxWocAAF,Andreasen Feedlot,12/18/2018 15:42,SB Plus,V5087,60515.13514,1,40.15635905,10.76958223,a0f0V00000QeEFgQAN
1,001d000000GxWogAAF,D B Feedyards Inc.,12/19/2018 13:28,SB Plus,V5007,60435.86957,1,53.48166292,14.83408539,a0fd000000JdGHPAA3
1,001d000000GxWohAAF,Muller Farms Inc.,12/17/2018 14:23,SB Plus,V5090,60131.80212,1,64.35131274,14.7494748,a0fd000000OPKo9AAH
1,001d000000GxWoiAAF,Weitzenkamp Farms Inc.-North,12/17/2018 22:59,Sweet Bran,SB60,60952.04724,1,50.52361626,14.78342648,a0fd000000DQB1kAAH
1,001d000000GxWojAAF,Weitzenkamp Farms Inc.-South,12/14/2018 22:38,Sweet Bran,SB60,61003.90533,1,47.18470107,4.373952772,a0fd000000DQB3mAAH
1,001d000000GxWosAAF,Sunderman-East,12/19/2018 2:52,Sweet Bran,SB60,60673.61538,1,106.1335818,72.41701277,a0fd000000HWLT3AAP
1,001d000000GxWoxAAF,Heine Farms Feedyard LLC,12/16/2018 16:05,Sweet Bran,SB60,60552.62857,1,58.73979839,7.27708397,a0fd000000HWLVlAAP
1,001d000000GxWp0AAF,V. Hansen Land and Cattle Co.,12/19/2018 12:28,SB Plus,V5012,60653.33333,1,57.05544122,30.87234217,a0fd000000JdGDCAA3
1,001d000000GxWp7AAF,P K Feeders,12/19/2018 10:26,Sweet Bran,SB60,60885.38095,1,37.8097694,5.606765361,a0fd000000Ey0TxAAJ
1,001d000000GxWp8AAF,"Pudenz Farms, Inc.",12/19/2018 17:46,SB Plus,V5150,59741.25,1,51.35504925,20.97087547, 
1,001d000000GxWpAAAV,Prinz Incorporated,12/18/2018 18:22,Sweet Bran,SB60,60853.84921,1,101.9921693,16.50933919,a0fd000000Ey0U4AAJ
1,001d000000GxWpBAAV,KMC Farms Ltd.,12/15/2018 12:22,Sweet Bran,SB60,59755.52941,1,37.66446401,4.792718001,a0fd000000Ey0TPAAZ
1,001d000000GxWpCAAV,HS Farms Ltd,12/17/2018 16:51,SB Plus,V5042,59572.39437,1,34.16774875,3.725304955,a0fd000000Joqp2AAB
1,001d000000GxWpEAAV,Jedlicka Brothers,12/19/2018 15:18,SB Plus,V5127,60243.75,1,68.27217104,13.02113251, 
1,001d000000GxWpFAAV,"Cumming, Alan",11/30/2018 17:36,Sweet Bran,SB60,59568.54701,1,33.77361812,2.061231243,a0fd000000Ey0SbAAJ
1,001d000000GxWpHAAV,Doernemann Cattle LLC,12/18/2018 22:35,Sweet Bran,SB60,61199.28205,1,55.78098701,8.119354258,a0fd000000HWLSZAA5
1,001d000000GxWpVAAV,"Spenner, Ray",12/11/2018 21:18,Sweet Bran,SB60,61086.57534,1,31.6965306,1.769818699,a0fd000000HWLQxAAP
1,001d000000GxWpaAAF,Logan Valley Feeders Inc.,12/17/2018 19:15,Sweet Bran,SB60,60816.5942,1,66.71622245,6.616476722,a0fd000000Ey0TXAAZ
1,001d000000GxWpfAAF,Porter Cattle Co.,11/21/2018 21:17,Sweet Bran,SB60,51850.63063,1,29.87706217,2.598578241,a0fd000000Ey0U1AAJ
1,001d000000GxWq0AAF,"Klug, Bill",12/18/2018 15:36,SB Plus,V5022,59788.64486,1,98.22032406,24.56240416,a0fd000000OQeYNAA1
1,001d000000GxWq3AAF,"Valley View Feeders, Inc.",12/19/2018 18:49,Sweet Bran,SB60,60529.96019,1,34.56735922,10.9326063,a0fd000000Ey0UbAAJ
1,001d000000GxWq6AAF,Ver Steegh Bros Farm Partnersh,12/14/2018 13:37,Sweet Bran,SB60,59753.24201,1,57.36944888,8.948322244,a0fd000000Ey0UcAAJ
1,001d000000GxWqZAAV,MPM Farms - East,12/18/2018 21:32,OneTrak,T6150,60362.14286,1,62.79722875,35.23007142, 
1,001d000000GxWqaAAF,MPM Farms - West,12/17/2018 23:59,OneTrak,T6150,60472.45283,2,85.49227372,33.42492569, 
1,001d000000GxWqhAAF,"Schechinger Farms, Inc.",12/18/2018 19:56,Sweet Bran,SB60,60570.45016,1,55.42958453,10.8991773,a0fd000000Jd3PvAAJ
1,001d000000GxWquAAF,"Weiler, Steve",12/18/2018 19:39,Sweet Bran,SB60,60814.67626,1,33.4797493,3.221623253,a0fd000000Ey0UdAAJ
1,001d000000GxWqvAAF,Kriete - John,12/9/2018 17:00,Sweet Bran,SB60,60961.23894,2,32.63330139,5.027350633,a0fd000000HWLSUAA5
1,001d000000GxWqwAAF,Kriete - Paul,12/14/2018 17:36,Sweet Bran,SB60,60987.36842,1,32.47592144,3.35641889,a0fd000000Ey0TSAAZ
1,001d000000GxWqyAAF,"Wordekemper Farms, Inc.",12/15/2018 22:47,Sweet Bran,SB60,60964.66368,1,38.71526654,4.759537239,a0fd000000Ey0UkAAJ
1,001d000000GxWrCAAV,"Urban, Dean G.",11/28/2018 13:56,Sweet Bran,SB60,60729.50867,1,48.41288045,12.09028622,a0fd000000HWLWAAA5
1,001d000000GxWrCAAV,"Urban, Dean G.",12/17/2018 15:39,SB Plus,V5160,60882.22222,1,73.59617488,14.84471224, 
1,001d000000GxWrIAAV,Urwiler Feeders Incorporated,12/17/2018 21:10,Sweet Bran,SB60,60808.82943,1,62.02045407,8.819601006,a0fd000000HWLVvAAP
1,001d000000GxWrKAAV,T B R Inc.,12/18/2018 14:33,SB Plus,V5115,60010.25641,1,41.74512473,8.126080638,a0f0V00000QmrHMQAZ
1,001d000000GxWrRAAV,Deltu Farm Inc.,12/15/2018 16:24,OneTrak,T6035,60800,2,50.69049582,11.01448245,a0fd000000Ey0SkAAJ
1,001d000000GxWrTAAV,Jacobs Brothers dba Windmill Feeders,12/15/2018 13:40,Sweet Bran,SB60,60204.25258,2,43.74538583,15.41990966,a0fd000000Gq7VxAAJ
1,001d000000GxWrfAAF,Buessing Dairy,12/15/2018 19:18,OneTrak,T6020,52279.19139,1,36.01441811,5.551052376,a0fd000000HWLUsAAP
1,001d000000GxWrjAAF,Fincham Dairy LLC,12/14/2018 16:46,OneTrak,T6105,51722.8125,1,32.56168803,3.469923145,a0f0V00000PRH4sQAH
