plant_serves_customer,customer_name__c,non_medicated_yard__c,gps_customer_check_in_location__latitude__s,gps_customer_check_in_location__longitude__s,grade_family__c,grade_name__c,miles_round_trip__c,avg_mph__c,plant_name,prod_delivery_name,feed_day_start__c,feed_day_end__c,inventory_maximum__c,inventory_minimum__c,inventory_target__c,unique_customer_id,product_delivery_location__c_id,,gps_lat
1,Grande Vida LLC,FALSE,34.2702,-103.1707,OneTrak,T7150,26,55,Bovina,PDL-0892,500,1400,125,40,84,001d000000JTa4zAAD,a0f0V00000Qek6uQAB,,
1,J7 Dairy LLC(KS),FALSE,38.6833,-101.8348,OneTrak,T7155,216,55,Dalhart,PDL-0898,630,1130,125,104,110,001d000000JTa0EAAT,a0f0V00000QmLUeQAN,,
1,"Mc6 Cattle Feeders, Inc.",TRUE,35.0259,-102.3753,SB Plus,V0505,55,55,Bovina,PDL-0852,500,1500,220,94,157,001d000000GxWzhAAF,a0f0V00000Qc677QAB,,
1,Cattlemens Feedlot LTD.,FALSE,34.1584,-102.2113,SB Plus,V0475,60,55,Bovina,PDL-0765,600,1600,168,129,135,001d000000GxWw8AAF,a0fd000000PO4VyAAL,,
1,Dawn Custom Cattle Feeders Inc,FALSE,34.9876,-102.2302,SB Plus,V0365,57,55,Bovina,PDL-0886,600,1600,150,65,90,001d000000GxWx3AAF,a0f0V00000QebtIQAR,,
1,Fox Dairy Ltd.,FALSE,34.1875,-101.8769,OneTrak,T7995,81,55,Bovina,PDL-0926,530,1700,130,43,75,001d000000GxX0jAAF,a0f0V00000SE6PcQAL,,
1,Carter Creek Cattle LLC,FALSE,39.6092,-97.0396,Sweet Bran,SB60,177,45,Blair,PDL-0863,600,1800,50,8,35,0010V00002Iax51QAB,a0f0V00000QdLkHQAV,,
1,Wood River Dairy,FALSE,40.9683,-99.3864,OneTrak,T6140,216,45,Blair,PDL-0923,600,1800,120,43,90,001d000000GxX2PAAV,a0f0V00000QnUnmQAF,,
1,"Dutch Dakota Dairy, LLC",FALSE,44.4221,-97.4296,OneTrak,T6030,253,45,Blair,PDL-0893,600,1800,60,17,53,001d000000GxWtlAAF,a0f0V00000RouiXQAR,,
1,Milk Time Dairy,FALSE,34.2763,-103.2187,OneTrak,T7995,26,55,Bovina,PDL-0856,500,1400,85,22,50,0010V00002DDkIrQAL,a0f0V00000QcmVQQAZ,,
1,Osterkamp Dairy East,FALSE,34.5643,-102.5103,OneTrak,T7105,26,55,Bovina,PDL-0830,600,1800,132,52,85,0010V00002GrJrLQAV,a0f0V00000Q3vTlQAJ,,
1,Sandy Creek Dairy,FALSE,34.7258,-99.8876,OneTrak,T7995,185,55,Bovina,PDL-0885,500,1400,60,26,46,001d000000GxX1jAAF,a0f0V00000QeYfZQAV,,
1,"Brown Cattle Feeders, Inc.",FALSE,34.9589,-102.9403,SB Plus,V0482,51,55,Bovina,PDL-0881,700,1500,60,13,45,001d000000GxWsAAAV,a0f0V00000QeGPSQA3,,
1,Mission Dairy,FALSE,35.055,-102.379,OneTrak,T7995,54,55,Bovina,PDL-0853,500,1400,180,66,98,001d000000GxX1gAAF,a0f0V00000QcEMWQA3,,
1,Fincham Dairy LLC,FALSE,39.7659,-96.558,OneTrak,T6105,157,45,Blair,PDL-0817,500,1400,40,3,36,001d000000GxWrjAAF,a0f0V00000PRH4sQAH,,
1,Texico Jerseys LLC,FALSE,34.4465,-103.1043,OneTrak,T7995,18,55,Bovina,PDL-0828,500,1400,85,18,56,001d000001QLNS6AAP,a0f0V00000Q3uhBQAR,,
1,Shepperd Feeding Co. Inc.,TRUE,42.9131,-99.3425,SB Plus,V5120,229,45,Blair,PDL-0922,700,1500,120,28,57,001d000000GxWsaAAF,a0f0V00000QnRj4QAF,,
1,Wilbur Pudenz Inc.,FALSE,42.1293,-94.8781,SB Plus,V5095,87,45,Blair,PDL-0808,700,1600,60,10,42,001d000000ISiPOAA1,a0f0V00000PQRtwQAH,,
1,Van Ess Legacy Dairy,FALSE,43.2716,-95.7004,OneTrak,T6130,152,45,Blair,PDL-0900,600,1800,126,44,85,0010V00002IawzcQAB,a0f0V00000QmNuEQAV,,
1,"Tierra Blanca Cattle Feeders,LP",TRUE,34.8658,-102.4451,RAMP,R3000,43,55,Bovina,PDL-0908,800,1600,65,22,40,0010V00002KfdtNQAR,a0f0V00000QmbXSQAZ,,
1,Southern Sky Dairy,FALSE,34.1549,-103.3555,OneTrak,T7122,41,55,Bovina,PDL-0882,500,1400,50,7,40,001d000000GxX05AAF,a0f0V00000QeHlaQAF,,
1,Iowa State University-ISU Beef Nutrition Research Unit,FALSE,42.0578,-93.6815,Sweet Bran,SB60,149,45,Blair,PDL-0897,600,1800,75,3,40,0010V00002K8hHnQAJ,a0f0V00000Rp0rlQAB,,
1,Leslies Dairy,FALSE,34.5793,-102.8001,OneTrak,T7995,9,55,Bovina,PDL-0927,600,1700,56,6,40,0010V00002JaulwQAB,a0f0V00000PTRMtQAP,,
1,Deters Dairy Farm,FALSE,39.8791,-96.1654,OneTrak,781P,137,45,Blair,PDL-0864,500,1400,50,5,35,001d000000GxWryAAF,a0f0V00000QdQvzQAF,,
1,Andreasen Feedlot,FALSE,41.5392,-96.2861,SB Plus,V5087,12,45,Blair,PDL-0879,700,1800,60,11,44,001d000000GxWocAAF,a0f0V00000QeEFgQAN,,
1,Rottinghaus Holstein Farm Inc.,FALSE,39.8714,-96.0515,OneTrak,T6100,133,45,Blair,PDL-0836,500,1500,50,7,42,001d000001mMpbMAAS,a0f0V00000QbPFCQA3,,
1,Adcock Family Ltd Partnership-Infinity Cattle Co,FALSE,35.6978,-100.6637,SB Plus,V0055,135,55,Dalhart,PDL-0859,600,1600,56,4,45,0010V00002IaKHwQAN,a0f0V00000QcyNMQAZ,,
1,Kabil Cattle,FALSE,36.224,-102.2312,RAMP,R4000,28,55,Dalhart,PDL-0603,800,1700,50,0,15,001d00000227uUiAAI,a0fd000000LKxHBAA1,,
1,Potter Feedlot - Perico,FALSE,36.2716,-102.8537,Sweet Bran,SB60,22,55,Dalhart,PDL-0952,800,1600,60,8,42,0010V00002JbMVDQA3,a0f0V00000PTk5QQAT,,
1,"Providence Dairy, LLC - SD",FALSE,44.4887,-96.685,OneTrak,781,229,45,Blair,PDL-0948,500,1300,90,21,50,001d000000GxWthAAF,a0f0V00000PTiH3QAL,,
1,Texas Agricultural Experiment,TRUE,35.1857,-102.0787,Sweet Bran,SB60,78,55,Bovina,PDL-0270,600,1800,50,54,10,001d000000GxX0EAAV,a0fd000000Ey0UOAAZ,,
1,Osterkamp Dairy West,FALSE,34.5725,-102.5338,OneTrak,T7107,26,55,Bovina,PDL-0848,500,1500,75,0,55,001d000000GxWyLAAV,a0f0V00000Qc0tNQAR,,
1,W Diamond Dairy,FALSE,34.1561,-103.5258,OneTrak,T7110,53,55,Bovina,PDL-0850,500,1500,125,37,85,0010V00002C4S8uQAF,a0f0V00000Qc2BpQAJ,,
1,New Mexico State University,TRUE,36.4682,-103.0866,Sweet Bran,SB60,51,55,Dalhart,PDL-0233,600,1800,50,0,25,001d000000GxWwPAAV,a0fd000000Ey0TnAAJ,,
1,Smith Cattle-The Jericho,FALSE,35.1604,-100.9022,RAMP,R3000,140,55,Dalhart,PDL-0353,600,1500,50,0,40,001d000001mNxeuAAC,a0fd000000GnM5sAAF,,
